FigFam	description	X188.non.day.1	X190.non.day.1	X191.non.day.1	X196.non.day.1	X197.non.day.1	X200.non.day.1	X187.carb.day.1	X189.carb.day.1	X192.carb.day.1	X194.carb.day.1	X195.carb.day.1	Pvalues	Qvalues	fold_change
FIG00000449_1-hydroxy-2-methyl-2-(E)-butenyl_4-diphosphate_synthase_(EC_1.17.7.1)_	FIG00000449	1-hydroxy-2-methyl-2-(E)-butenyl_4-diphosphate_synthase_(EC_1.17.7.1)_	1186	584.5	1476.9	2255	1658.3	12560.9	9007.6	2874	2820.9	2040.3	5590.9	0.577357984	0.914793381	1.358938423
"FIG00002459_CRISPR-associated_protein,_CT1975_family_"	FIG00002459	"CRISPR-associated_protein,_CT1975_family_"	1.7	1.1	2.4	4.4	11.9	69.7	0	10.4	0	4.1	27.9	0.577396875	0.914793381	-1.79245283
FIG01347870_putative_67_kDa_myosin-crossreactive_streptococcal_antigen_	FIG01347870	putative_67_kDa_myosin-crossreactive_streptococcal_antigen_	1.7	0	0.8	2.2	2.2	9.2	13.5	2.6	2	0	6.2	0.574700825	0.914793381	1.811180124
FIG00143216_NAD-dependent_epimerase/dehydratase_family_protein_	FIG00143216	NAD-dependent_epimerase/dehydratase_family_protein_	109.8	25.3	38.3	77.8	153	302.1	255.8	134.5	109.4	39.8	322.3	0.577148376	0.914793381	1.464193685
FIG00939692_FIG00939693:_hypothetical_protein_	FIG00939692	FIG00939693:_hypothetical_protein_	406.1	99.1	147.2	442.7	480.5	539.2	1256.6	235.3	317.9	186.7	471.1	0.576081911	0.914793381	1.400189143
FIG00012767_Two-component_system_response_regulator_DccR_	FIG00012767	Two-component_system_response_regulator_DccR_	10	6.3	50.9	6.6	6.7	51.1	0	2.6	37.8	15.1	9.3	0.576105168	0.914793381	-1.692386831
FIG00041887_Cytochrome_c_oxidase_polypeptide_II_(EC_1.9.3.1)_	FIG00041887	Cytochrome_c_oxidase_polypeptide_II_(EC_1.9.3.1)_	0	0	3.1	1.1	3	0	0	2.6	0	0	0	0.576342256	0.914793381	-2.307692308
FIG00742259_Dipeptidase_	FIG00742259	Dipeptidase_	0	1.1	0	1.1	0	4.6	0	0	0	0	3.1	0.577892524	0.914793381	-1.827956989
FIG00747226_Endoglucanase_Y_	FIG00747226	Endoglucanase_Y_	0	1.1	0.8	0	0	4.6	0	0	0	0	3.1	0.577899287	0.914793381	-1.747311828
FIG01117601_some_similarities_to_phage_related_proteins_	FIG01117601	some_similarities_to_phage_related_proteins_	0	0	3.9	3.3	0.7	9.3	0	5.2	15.9	0	6.2	0.576724831	0.914793381	1.904651163
FIG00513558_FIG00513559:_hypothetical_protein_	FIG00513558	FIG00513559:_hypothetical_protein_	0	6.3	1.6	1.1	0	32.5	0	0	6	57.6	0	0.577413019	0.914793381	1.839036145
FIG01441975_FIG01253679:_hypothetical_protein_	FIG01441975	FIG01253679:_hypothetical_protein_	0	0	6.3	0	0	0	0	0	9.9	0	0	0.576001815	0.914793381	1.885714286
FIG00046200_Cobalt-precorrin-3b_C17-methyltransferase_/_Cobalt-precorrin-8x_methylmutase_(EC_5.4.1.2)_	FIG00046200	Cobalt-precorrin-3b_C17-methyltransferase_/_Cobalt-precorrin-8x_methylmutase_(EC_5.4.1.2)_	5	7.4	22.7	7.7	32	901.8	40.4	12.9	33.8	27.4	393.6	0.574976784	0.914793381	-1.601718822
"FIG00001785_ABC-type_multidrug_transport_system,_permease_component_"	FIG00001785	"ABC-type_multidrug_transport_system,_permease_component_"	862.6	3210	1574.9	1417.4	1522.2	8873	6951.6	2236.9	3046.6	3503	3781	0.579168193	0.914936749	1.341511217
FIG01704081_FIG01019982:_hypothetical_protein_	FIG01704081	FIG01019982:_hypothetical_protein_	3.3	0	0	0	0	9.3	0	5.2	0	0	0	0.579068869	0.914936749	-2.019230769
FIG01385518_helicase_domain_protein_	FIG01385518	helicase_domain_protein_	15.1	50.6	80.7	196.1	27.5	278.7	323.3	46.5	87.5	107.1	232.5	0.57875926	0.914936749	1.474148297
FIG00514124_FIG00514125:_hypothetical_protein_	FIG00514124	FIG00514125:_hypothetical_protein_	38.4	7.6	31.2	13.2	41.1	274.1	27	23.3	51.6	60.3	55.8	0.578508725	0.914936749	-1.550458716
FIG00602518_FIG00602519:_hypothetical_protein_	FIG00602518	FIG00602519:_hypothetical_protein_	13.3	1.1	2.4	1.1	0	0	9	0	0	5.5	12.4	0.578765359	0.914936749	1.803351955
FIG00712043_Probable_membrane_protein_Cj0124c_	FIG00712043	Probable_membrane_protein_Cj0124c_	8.3	2.1	11.7	4.4	3	41.8	9	5.2	9.9	4.1	6.2	0.578834236	0.914936749	-1.727228682
"FIG00134057_1,2-diacylglycerol_3-glucosyltransferase_(EC_2.4.1.157);_diglucosyldiacylglycerol_synthase_(LTA_membrane_anchor_synthesis);_putative_"	FIG00134057	"1,2-diacylglycerol_3-glucosyltransferase_(EC_2.4.1.157);_diglucosyldiacylglycerol_synthase_(LTA_membrane_anchor_synthesis);_putative_"	45.1	41.3	127.9	48.3	52.1	608.6	116.9	36.3	174.9	31.5	155	0.578355435	0.914936749	-1.495174245
"FIG01614357_Solute_carrier_family_13,_member_2_"	FIG01614357	"Solute_carrier_family_13,_member_2_"	0	2.1	2.3	1.1	0.7	13.9	18	0	6	1.4	6.2	0.579169868	0.914936749	1.886567164
"FIG00602994_Predicted_glycolate_dehydrogenase,_2-subunit_type_(EC_1.1.99.14),_iron-sulfur_subunit_GlcF_"	FIG00602994	"Predicted_glycolate_dehydrogenase,_2-subunit_type_(EC_1.1.99.14),_iron-sulfur_subunit_GlcF_"	15	5.3	3.9	11	11.9	27.9	9	12.9	6	8.3	0	0.578880098	0.914936749	-1.726519337
FIG00006649_Glutathione_biosynthesis_bifunctional_protein_gshF_(EC_6.3.2.2)(EC_6.3.2.3)_	FIG00006649	Glutathione_biosynthesis_bifunctional_protein_gshF_(EC_6.3.2.2)(EC_6.3.2.3)_	20	12.6	20.4	64.6	4.5	306.8	62.8	23.3	17.9	12.4	111.6	0.578610079	0.914936749	-1.567616959
FIG00120101_TonB-dependent_receptor;_Outer_membrane_receptor_for_ferrienterochelin_and_colicins_	FIG00120101	TonB-dependent_receptor;_Outer_membrane_receptor_for_ferrienterochelin_and_colicins_	1106.8	243.5	455.1	817.4	1167.4	7315.4	1333.1	1132.9	530.9	832.6	2826.3	0.579158915	0.914936749	-1.39046646
FIG00132717_ATP-dependent_protease_La_(EC_3.4.21.53)_Type_II_	FIG00132717	ATP-dependent_protease_La_(EC_3.4.21.53)_Type_II_	366.2	0	11.7	31.8	46.3	46.4	4.5	20.7	85.5	21.9	130.1	0.578793583	0.914936749	-1.593706382
FIG00649842_FIG00649844:_hypothetical_protein_	FIG00649842	FIG00649844:_hypothetical_protein_	18.4	15	68.1	11	67.1	483.4	89.8	13	69.5	37	148.8	0.578481396	0.914936749	-1.542865121
FIG00059233_D-arabino-3-hexulose_6-phosphate_formaldehyde_lyase_/_6-phospho-3-hexuloisomerase_	FIG00059233	D-arabino-3-hexulose_6-phosphate_formaldehyde_lyase_/_6-phospho-3-hexuloisomerase_	0	0	2.3	3.3	0	9.3	0	0	2	1.4	3.1	0.578589682	0.914936749	-1.91025641
FIG00747408_type_IIS_restriction_enzyme_	FIG00747408	type_IIS_restriction_enzyme_	124.9	0	0.8	7.7	2.1	0	18	0	8	0	37.2	0.579418989	0.915080306	-1.786656118
FIG00517738_FIG00517741:_hypothetical_protein_	FIG00517738	FIG00517741:_hypothetical_protein_	1.7	0	1.6	0	0.7	23.2	4.5	0	2	0	6.2	0.579359899	0.915080306	-1.784776903
"FIG00003322_Arginine_decarboxylase,_catabolic_(EC_4.1.1.19)_"	FIG00003322	"Arginine_decarboxylase,_catabolic_(EC_4.1.1.19)_"	23.3	16.8	16.5	363.7	3	390.5	4.5	10.4	353.8	16.4	46.5	0.579581591	0.915087184	-1.571285141
FIG01225493_protein_gp8_	FIG01225493	protein_gp8_	0	0	0	1.1	3.7	13.9	0	0	4	4.1	0	0.57956196	0.915087184	-1.923868313
FIG00496651_fic_family_protein_	FIG00496651	fic_family_protein_	0	2.1	0	0	8.2	4.6	0	0	6	15.1	3.1	0.579807768	0.915319331	1.948993289
FIG01958964_16S_rRNA_(cytosine(967)-C(5))-methyltransferase_(EC_2.1.1.176)_	FIG01958964	16S_rRNA_(cytosine(967)-C(5))-methyltransferase_(EC_2.1.1.176)_	43.3	51.7	36.1	47.2	34.2	213.7	116.8	51.8	252.3	31.6	74.4	0.57997931	0.915465177	1.48352886
FIG00101309_COG4073:_protein_of_unknown_function_in_methanogens_	FIG00101309	COG4073:_protein_of_unknown_function_in_methanogens_	5	0	0	0	0	0	4.5	2.6	0	1.4	0	0.58054027	0.916100558	2.04
"FIG01180250_Predicted_rhamnose_oligosaccharide_ABC_transporter,_ATP-binding_component_2_"	FIG01180250	"Predicted_rhamnose_oligosaccharide_ABC_transporter,_ATP-binding_component_2_"	3.3	8.4	1.6	4.4	8.2	0	0	5.2	0	2.7	3.1	0.580532649	0.916100558	-1.962121212
FIG00000273_Riboflavin_synthase_eubacterial/eukaryotic_(EC_2.5.1.9)_	FIG00000273	Riboflavin_synthase_eubacterial/eukaryotic_(EC_2.5.1.9)_	288.1	265.9	298.5	373.8	489.9	4043.3	947.4	318.3	791.1	577.8	790.5	0.580654737	0.916156184	-1.401297286
FIG00652622_FIG00652623:_hypothetical_protein_	FIG00652622	FIG00652623:_hypothetical_protein_	0	5.3	14.9	0	3.7	37.2	0	0	11.9	15.1	0	0.580861509	0.916320677	-1.885802469
FIG00939140_FIG00937426:_hypothetical_protein_	FIG00939140	FIG00937426:_hypothetical_protein_	3.3	0	1.6	1.1	0.7	0	0	7.8	2	1.4	0	0.580917452	0.916320677	2.005970149
FIG00054888_CoB--CoM_heterodisulfide_reductase_subunit_D_(EC_1.8.98.1)_	FIG00054888	CoB--CoM_heterodisulfide_reductase_subunit_D_(EC_1.8.98.1)_	106.5	81.4	258.6	178.7	260.9	585	471.5	155.3	409.5	225.3	461.8	0.58209613	0.916509578	1.40580518
"FIG01306883_Phage_integrase,_Phage_P4-associated_"	FIG01306883	"Phage_integrase,_Phage_P4-associated_"	0	0	5.5	0	0.7	0	0	0	0	2.7	0	0.584365572	0.916509578	-1.913580247
FIG00039855_ATPase_component_of_general_energizing_module_of_ECF_transporters_/_ATPase_component_of_general_energizing_module_of_ECF_transporters_	FIG00039855	ATPase_component_of_general_energizing_module_of_ECF_transporters_/_ATPase_component_of_general_energizing_module_of_ECF_transporters_	8.4	0	16.4	3.3	23.9	167.4	26.9	5.2	8	0	68.2	0.584305724	0.916509578	-1.688211757
FIG00049969_Predicted_Zn-ribbon_RNA-binding_protein_with_a_function_in_translation_	FIG00049969	Predicted_Zn-ribbon_RNA-binding_protein_with_a_function_in_translation_	13.3	1.1	0	5.5	0	23.2	40.5	18.2	0	2.8	3.1	0.581700757	0.916509578	1.798607889
FIG00647041_FIG00647042:_hypothetical_protein_	FIG00647041	FIG00647042:_hypothetical_protein_	20.1	27.5	30.5	25.2	62.7	153.2	31.5	23.3	16	39.9	62	0.582926942	0.916509578	-1.540243196
"FIG00002621_CRISPR-associated_protein,_TM1801_family_"	FIG00002621	"CRISPR-associated_protein,_TM1801_family_"	23.4	84.3	41.5	32.9	19.9	241.3	121.2	33.7	35.9	20.6	31	0.581733639	0.916509578	-1.52399615
FIG00898379_FIG00898380:_hypothetical_protein_	FIG00898379	FIG00898380:_hypothetical_protein_	11.7	15.8	5.5	4.4	31.3	130.1	31.4	0	4	28.8	37.2	0.583569184	0.916509578	-1.633793557
FIG00000129_Valyl-tRNA_synthetase_(EC_6.1.1.9)_	FIG00000129	Valyl-tRNA_synthetase_(EC_6.1.1.9)_	2051.6	1060.2	1590.5	2186	2249.6	10813.2	8016.1	2126	4231.7	1797.7	6093	0.583160189	0.916509578	1.339144208
FIG00005112_Trehalose_synthase_(EC_5.4.99.16)_	FIG00005112	Trehalose_synthase_(EC_5.4.99.16)_	11.7	76.9	146.3	63.6	502.8	957.5	332.2	62.1	415.2	60.3	130.2	0.582680852	0.916509578	-1.465666667
FIG00090701_Tetracycline_resistance_protein_TetW_	FIG00090701	Tetracycline_resistance_protein_TetW_	1506.2	2274.4	2682.2	1178.5	2653.5	9421.9	6188.5	1717	4848.9	5258	3830.1	0.584191195	0.916509578	1.329380677
FIG01032631_FIG01032633:_hypothetical_protein_	FIG01032631	FIG01032633:_hypothetical_protein_	41.5	3.3	15.6	16.5	24.6	65	62.9	44	6	41.2	62	0.58375732	0.916509578	1.557477477
FIG01815211_FIG00532121:_hypothetical_protein_	FIG01815211	FIG00532121:_hypothetical_protein_	1.7	0	0	2.2	0.7	4.6	0	12.9	0	0	3.1	0.581816227	0.916509578	2.086956522
"FIG01420864_Probably_cellulosomal_scaffolding_protein_precursor,_secreted;_cellulose-binding_and_cohesin_domain_"	FIG01420864	"Probably_cellulosomal_scaffolding_protein_precursor,_secreted;_cellulose-binding_and_cohesin_domain_"	0	0	2.3	0	0	4.6	0	0	0	0	3.1	0.583150228	0.916509578	-1.85483871
FIG00048776_Translation_elongation_factor_1_alpha-related_protein_	FIG00048776	Translation_elongation_factor_1_alpha-related_protein_	11.7	26.3	18	39.5	12.6	41.7	35.9	0	93.4	11	58.9	0.584106538	0.916509578	1.595727637
"FIG01956068_Transketolase,_C-terminal_section_(EC_2.2.1.1)_"	FIG01956068	"Transketolase,_C-terminal_section_(EC_2.2.1.1)_"	1355.1	2123.3	1494.2	1976.4	2370.1	7971.6	6513.7	2411.4	3860.4	2777.8	3580.1	0.583792062	0.916509578	1.328580104
FIG01379586_FIG00408992:_hypothetical_protein_	FIG01379586	FIG00408992:_hypothetical_protein_	0	4.2	1.6	1.1	15.7	88.3	13.5	0	0	16.5	21.7	0.583715154	0.916509578	-1.787556415
FIG00561498_D-alanyl-D-alanine_carboxypeptidase_(EC_3.4.16.4)_	FIG00561498	D-alanyl-D-alanine_carboxypeptidase_(EC_3.4.16.4)_	2882.7	1674.7	3390.1	3343.5	4366.1	30103.3	6160.8	3735.9	4662.5	4062	9871.5	0.583911195	0.916509578	-1.338366201
FIG01784657_Uncharacterized_protein_MJ0021_	FIG01784657	Uncharacterized_protein_MJ0021_	0	7.4	2.4	3.3	2.2	9.2	4.5	0	17.9	1.4	12.4	0.583258402	0.916509578	1.773061224
FIG00089616_LysR_family_transcriptional_regulator_clustered_with_dicarboxylate_transport_	FIG00089616	LysR_family_transcriptional_regulator_clustered_with_dicarboxylate_transport_	10	1.1	11	3.3	13.4	79	13.5	12.9	2	0	27.9	0.584060675	0.916509578	-1.743635287
FIG01313020_O-Methyltransferase_involved_in_polyketide_biosynthesis_	FIG01313020	O-Methyltransferase_involved_in_polyketide_biosynthesis_	3.4	2.1	3.2	3.3	14.8	97.6	4.5	12.9	10	5.5	27.9	0.582397497	0.916509578	-1.70504386
FIG00032516_Coenzyme_F(420)H(2)_dehydrogenase_(methanophenazine)_subunit_FpoC_	FIG00032516	Coenzyme_F(420)H(2)_dehydrogenase_(methanophenazine)_subunit_FpoC_	6.7	5.3	5.5	16.4	17.2	37.2	4.5	2.6	45.7	28.8	37.2	0.584151894	0.916509578	1.614496036
FIG00011622_Substrate-specific_component_ThiT_of_thiamin_ECF_transporter_	FIG00011622	Substrate-specific_component_ThiT_of_thiamin_ECF_transporter_	120	47.8	103.4	352.9	117.3	1059.1	1081.7	150	139.2	105.7	669.4	0.583406822	0.916509578	1.43026937
FIG01032609_FIG01032482:_hypothetical_protein_	FIG01032609	FIG01032482:_hypothetical_protein_	15.1	7.5	4	5.5	21.6	83.4	67.4	23.3	4	31.5	55.8	0.583961738	0.916509578	1.592997812
FIG00589222_Aconitase_family_protein_YbhJ_	FIG00589222	Aconitase_family_protein_YbhJ_	16.6	75.8	59.5	48.2	31.3	460	152.6	25.8	492.9	15.2	173.5	0.582963319	0.916509578	1.492623662
FIG00039210_DNA_replication_helicase_protein_MCM_	FIG00039210	DNA_replication_helicase_protein_MCM_	30	23.2	14.2	15.4	22.2	46.2	53.8	23.3	31.9	24.6	58.9	0.581817231	0.916509578	1.527777778
FIG00621114_3-oxoacyl-[acyl-carrier_protein]_reductase_(EC_1.1.1.100)_	FIG00621114	3-oxoacyl-[acyl-carrier_protein]_reductase_(EC_1.1.1.100)_	4362.9	2856.7	3958.2	6852.2	5179.7	30408.5	19958.4	5385.4	17425.6	8886.1	7165.8	0.584128786	0.916509578	1.316447773
FIG00014760_Dimeric_dUTPase_(EC_3.6.1.23)_	FIG00014760	Dimeric_dUTPase_(EC_3.6.1.23)_	16.7	8.5	14.8	24.1	11.9	32.4	44.9	18.1	8	49.3	21.7	0.582131422	0.916509578	1.57195572
FIG00520018_FIG00520021:_hypothetical_protein_	FIG00520018	FIG00520021:_hypothetical_protein_	1.7	0	1.6	3.3	4.5	18.6	22.5	0	2	15.1	6.2	0.583263248	0.916509578	1.850505051
FIG00132578_Uncharacterized_sugar_kinase_YdjH_	FIG00132578	Uncharacterized_sugar_kinase_YdjH_	40	5.4	6.3	3.3	7.5	125.5	4.5	13	35.8	12.4	31	0.582515182	0.916509578	-1.620130989
FIG01917915_FIG00617464:_hypothetical_protein_	FIG01917915	FIG00617464:_hypothetical_protein_	0	0	1.6	0	0	4.6	0	0	0	0	3.1	0.583150228	0.916509578	-1.666666667
FIG00000414_DNA_polymerase_III_subunits_gamma_and_tau_(EC_2.7.7.7)_	FIG00000414	DNA_polymerase_III_subunits_gamma_and_tau_(EC_2.7.7.7)_	3390.1	1329.2	3318.4	10098.1	2937.8	19453.3	18661.7	5390.3	7597.9	3335.8	9914.1	0.581302215	0.916509578	1.329481406
FIG00645023_FIG00645025:_hypothetical_protein_	FIG00645023	FIG00645025:_hypothetical_protein_	59.9	1.1	2.3	12	6	79	26.9	77.6	9.9	41.2	55.8	0.582495676	0.916509578	1.582532751
FIG00006046_CRISPR-associated_RAMP_Csm3_	FIG00006046	CRISPR-associated_RAMP_Csm3_	28.3	23.4	27.4	11	33.4	116	89.8	23.4	31.7	119.3	37.2	0.582897749	0.916509578	1.510146138
FIG01898473_Transcriptional_regulator_araC_family_	FIG01898473	Transcriptional_regulator_araC_family_	3.3	0	2.3	2.2	0	13.9	0	2.6	0	0	6.2	0.582792017	0.916509578	-2.054924242
FIG01560115_tRNA_dihydrouridine_synthase_B_like_	FIG01560115	tRNA_dihydrouridine_synthase_B_like_	35	10.6	0.8	1.1	21.6	13.9	31.5	18.2	21.9	23.2	18.6	0.581153101	0.916509578	1.639518072
FIG00142176_Energy_conserving_hydrogenase_Ehb_protein_B_	FIG00142176	Energy_conserving_hydrogenase_Ehb_protein_B_	15	2.1	1.6	1.1	2.2	9.3	31.4	5.2	6	4.1	0	0.581752112	0.916509578	1.790415335
FIG01055202_FIG01055203:_hypothetical_protein_	FIG01055202	FIG01055203:_hypothetical_protein_	1.7	0	0.8	0	0	37.2	13.5	2.6	0	0	0	0.584248822	0.916509578	-2.054865424
"FIG01808743_outer_membrane_protein,_OmpA_family_"	FIG01808743	"outer_membrane_protein,_OmpA_family_"	28.3	0	5.5	76.7	73.1	162.7	170.5	31	109.3	28.8	105.4	0.582890023	0.916509578	1.542015593
FIG01778358_UPF0102_protein_TTE1452_	FIG01778358	UPF0102_protein_TTE1452_	1.7	0	0	0	0	4.6	0	0	0	0	3.1	0.583148394	0.916509578	-1.693548387
FIG00532392_FIG00645333:_hypothetical_protein_	FIG00532392	FIG00645333:_hypothetical_protein_	0	0	0	4.4	3	0	0	0	0	0	3.1	0.582643898	0.916509578	-1.989247312
FIG00514767_FIG00514768:_hypothetical_protein_	FIG00514767	FIG00514768:_hypothetical_protein_	0	1.1	2.3	0	1.5	46.5	0	0	4	17.8	0	0.581673896	0.916509578	-1.964831804
FIG01812881_regulatory_protein_MerR_	FIG01812881	regulatory_protein_MerR_	0	0	0	0	1.5	4.6	0	0	0	2.7	0	0.583134037	0.916509578	-1.882716049
FIG01393078_Pleiotropic_regulatory_protein_	FIG01393078	Pleiotropic_regulatory_protein_	5	10.5	1.6	104.1	5.9	78.9	53.9	7.8	23.9	12.4	9.3	0.584500504	0.916596901	-1.599875738
FIG00858774_Mucin_2_precursor_	FIG00858774	Mucin_2_precursor_	40.1	45.5	77.3	20.9	58.8	952.3	229.1	59.5	63.6	127.7	189.1	0.584909864	0.917114493	-1.488415546
FIG00004410_Aspartate_racemase_(EC_5.1.1.13)_	FIG00004410	Aspartate_racemase_(EC_5.1.1.13)_	76.9	86.6	193.5	49.5	128.9	1426.7	103.4	80.3	542.4	135.7	263.5	0.585992197	0.917319161	-1.453019935
FIG00524186_FIG00524190:_hypothetical_protein_	FIG00524186	FIG00524190:_hypothetical_protein_	1.7	0	0.8	2.2	0	9.3	0	0	0	0	6.2	0.585643969	0.917319161	-1.88172043
FIG00041818_Uncharacterized_protein_MJ0094_	FIG00041818	Uncharacterized_protein_MJ0094_	50	32.7	19.5	50.5	30.5	111.4	103.3	18.2	129.1	59	55.8	0.585809422	0.917319161	1.488391039
FIG00939876_FIG00939877:_hypothetical_protein_	FIG00939876	FIG00939877:_hypothetical_protein_	0	3.2	0	16.4	0	0	0	0	2	0	6.2	0.585465712	0.917319161	-1.991869919
"FIG00614629_RNA_methyltransferase,_TrmH_family_"	FIG00614629	"RNA_methyltransferase,_TrmH_family_"	398.3	185.5	301.6	616.8	233.5	2649.1	1781.7	545.8	920.4	375.9	1428.8	0.585934344	0.917319161	1.382758621
"FIG00008252_Various_polyols_ABC_transporter,_permease_component_2_"	FIG00008252	"Various_polyols_ABC_transporter,_permease_component_2_"	0	0	1.6	0	17.2	0	4.5	0	4	0	0	0.585972754	0.917319161	-1.843137255
"FIG00005912_CRISPR-associated_protein,_CT1133_family_"	FIG00005912	"CRISPR-associated_protein,_CT1133_family_"	191.6	192.9	339	304.8	451.7	1147.5	543.4	155.3	214.8	286.8	368.9	0.585709907	0.917319161	-1.395350072
FIG00000111_Carbamoyl-phosphate_synthase_large_chain_(EC_6.3.5.5)_	FIG00000111	Carbamoyl-phosphate_synthase_large_chain_(EC_6.3.5.5)_	1476.3	832.3	2031.7	2447.8	2309	27569.3	6136.2	2376.9	3579.7	3585.1	6796.5	0.585640773	0.917319161	-1.359561694
FIG00938285_FIG00405090:_hypothetical_protein_	FIG00938285	FIG00405090:_hypothetical_protein_	108.2	26.3	32.8	370.2	118.7	502	390.4	196.5	290.1	93.2	412.2	0.585928019	0.917319161	1.432291487
FIG01551128_FIG00407480:_hypothetical_protein_	FIG01551128	FIG00407480:_hypothetical_protein_	21.8	7.5	68.2	62.4	21.5	980.7	305.2	550.8	220.7	38.4	325.4	0.585688603	0.917319161	1.487479563
"FIG00003955_Hypothetical_protein_YggS,_proline_synthase_co-transcribed_bacterial_homolog_PROSC_"	FIG00003955	"Hypothetical_protein_YggS,_proline_synthase_co-transcribed_bacterial_homolog_PROSC_"	485.1	288.3	305.3	597.6	547.8	2545.3	1768.9	535.7	1049.5	687.5	1394.8	0.585414282	0.917319161	1.367819852
FIG01077564_FIG01077569:_hypothetical_protein_	FIG01077564	FIG01077569:_hypothetical_protein_	3.3	11.6	0.8	9.9	9	9.3	0	2.6	0	1.4	15.5	0.585524155	0.917319161	-1.876068376
"FIG00012498_Uracil-DNA_glycosylase_family_protein,_clostridial_type_"	FIG00012498	"Uracil-DNA_glycosylase_family_protein,_clostridial_type_"	3.3	6.4	7	1.1	2.2	32.5	9	2.6	4	5.4	3.1	0.586606472	0.917328755	-1.815352697
FIG01032277_FIG01032278:_hypothetical_protein_	FIG01032277	FIG01032278:_hypothetical_protein_	81.6	6.4	19.7	526.8	58.1	60.3	251.3	41.3	13.9	37.1	74.4	0.586237597	0.917328755	-1.50099681
"FIG00005149_Beta-1,3-galactosyltransferase_/_Beta-1,4-galactosyltransferase_"	FIG00005149	"Beta-1,3-galactosyltransferase_/_Beta-1,4-galactosyltransferase_"	0	3.2	1.6	15.3	5.2	13.9	0	0	41.7	4.1	12.4	0.586712184	0.917328755	1.781632653
FIG01476006_FIG00938232:_hypothetical_protein_	FIG01476006	FIG00938232:_hypothetical_protein_	8.4	2.2	7.9	4.4	22.3	78.9	9	10.4	39.7	9.6	96.1	0.586695304	0.917328755	1.593553586
FIG00470755_FIG00470756:_hypothetical_protein_	FIG00470755	FIG00470756:_hypothetical_protein_	3.4	1.1	29.8	2.2	5.2	51.1	9	2.6	15.9	8.3	9.3	0.586603441	0.917328755	-1.714708056
FIG00897338_Mobilization_protein_BmgA_	FIG00897338	Mobilization_protein_BmgA_	6.7	0	9.4	2.2	49.2	79	4.5	7.8	15.9	1.4	43.4	0.586344242	0.917328755	-1.672374429
FIG00670017_FIG00670018:_hypothetical_protein_	FIG00670017	FIG00670018:_hypothetical_protein_	0	5.3	8.6	0	51.5	88.3	31.4	0	27.9	6.9	9.3	0.586570205	0.917328755	-1.696467991
"FIG00049389_Phosphopantothenate_synthetase,_archaeal_"	FIG00049389	"Phosphopantothenate_synthetase,_archaeal_"	13.4	20.1	4	3.3	14.9	27.7	40.4	0	35.8	17.9	18.6	0.586268899	0.917328755	1.621582734
FIG01355237_HesB-like_domain_	FIG01355237	HesB-like_domain_	0	6.3	0	0	22.4	32.5	0	25.9	0	0	0	0.586378043	0.917328755	-1.969111969
FIG00646875_FIG00646876:_hypothetical_protein_	FIG00646875	FIG00646876:_hypothetical_protein_	1.7	1.1	6.3	6.6	12.7	130.1	22.5	13	4	9.6	31	0.586858629	0.917433696	-1.648980441
FIG00139491_NAD-reducing_hydrogenase_subunit_HoxE_(EC_1.12.1.2)_	FIG00139491	NAD-reducing_hydrogenase_subunit_HoxE_(EC_1.12.1.2)_	350	107.9	281.1	484.5	324.9	1328.5	790.2	297.6	1124.9	200	905.1	0.587005271	0.917529334	1.383906288
FIG00003892_LSU_ribosomal_protein_L1e_(L4p)_	FIG00003892	LSU_ribosomal_protein_L1e_(L4p)_	103.3	316.9	717.3	62.5	320.2	3249	363.6	62.2	1707	529.6	93	0.587078476	0.917529334	-1.442379812
"FIG00017190_Putative_metal_chaperone,_involved_in_Zn_homeostasis,_GTPase_of_COG0523_family_"	FIG00017190	"Putative_metal_chaperone,_involved_in_Zn_homeostasis,_GTPase_of_COG0523_family_"	896.3	330.5	907.3	1137.2	826.2	3461.6	3070.1	1608.8	1047.5	1096.4	1670.6	0.587357512	0.917717399	1.348319244
FIG01477938_predicted_glutamine_amidotransferase_	FIG01477938	predicted_glutamine_amidotransferase_	1.7	2.2	1.6	2.2	2.9	23.2	13.5	2.6	0	8.2	24.8	0.587328628	0.917717399	1.743195266
FIG00896405_FIG00896409:_hypothetical_protein_	FIG00896405	FIG00896409:_hypothetical_protein_	66.6	51.6	12.5	43.8	37.3	278.9	336.6	0	107.3	155	21.7	0.587466949	0.917764402	1.517668637
FIG01473809_Collagen_adhesin_	FIG01473809	Collagen_adhesin_	5	38.9	9.4	3.3	2.2	13.9	27	0	4	2.7	0	0.587618212	0.917876723	-1.797725025
"FIG01955790_Coenzyme_B_synthesis_from_2-oxoglutarate:_steps_5,_9,_and_13_"	FIG01955790	"Coenzyme_B_synthesis_from_2-oxoglutarate:_steps_5,_9,_and_13_"	15.1	14.8	10.2	2.2	5.2	0	4.5	2.6	8	4.1	3.1	0.587811367	0.917988834	-1.775037369
"FIG01299719_Nicotinamide-nucleotide_adenylyltransferase,_NadM_family_(EC_2.7.7.1)_"	FIG01299719	"Nicotinamide-nucleotide_adenylyltransferase,_NadM_family_(EC_2.7.7.1)_"	8.4	14.9	11	9.9	20.1	125.5	13.5	2.6	25.9	24.6	31	0.587928109	0.917988834	-1.620560109
