FIGFAMID,Level1,Level2,Level3,function
FIG00010842,Clustering-based___subsystems,Type___III___secretion___system-comma___extended,Type_III_secretion_systems-comma_extended,Cell___invasion___protein___SipD___(Salmonella___invasion___protein___D)
FIG00010842,Clustering-based___subsystems,Type___III___secretion___system-comma___extended,Type_III_secretion_systems-comma_extended,Type___III___secretion___host___injection___protein___(YopB)
FIG00012565,Clustering-based___subsystems,Spore_Coat,Spore_Coat,Spore___coat___protein___S
FIG00014057,Clustering-based___subsystems,Spore_Coat,Spore_Coat,Spore___coat___protein___Z
FIG00014890,Clustering-based___subsystems,Spore_Coat,Spore_Coat,Spore___coat___protein___F
FIG00018716,Clustering-based___subsystems,Type___III___secretion___system-comma___extended,Type_III_secretion_systems-comma_extended,Type___III___secretion___bridge___between___inner___and___outermembrane___lipoprotein___(YscJ-commaHrcJ-commaEscJ-comma___PscJ)
FIG00021517,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Cell___division___protein___FtsQ
FIG00021808,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Cell___division___protein___BolA
FIG00021845,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Septum___formation___protein___Maf
FIG00024965,Clustering-based___subsystems,Type___III___secretion___system-comma___extended,Type_III_secretion_systems-comma_extended,Type___III___secretion___chaperone___protein___for___YopD___(SycD)
FIG00027233,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Cell___division___transporter-comma___ATP-binding___protein___FtsE___(TC___3
FIG00029709,Clustering-based___subsystems,Type___III___secretion___system-comma___extended,Type_III_secretion_systems-comma_extended,Type___III___secretion___inner___membrane___channel___protein___(LcrD-commaHrcV-commaEscV-commaSsaV)
FIG00030191,Clustering-based___subsystems,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Serine/threonine___protein___kinase___PrkC-comma___regulator___of___stationary___phase
FIG00035268,Clustering-based___subsystems,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Rossmann___fold___nucleotide-binding___protein___Smf___possibly___involved___in___DNA___uptake
FIG00036983,Clustering-based___subsystems,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Metallo-beta-lactamase___family___protein-comma___RNA-specific
FIG00040241,Clustering-based___subsystems,Type___III___secretion___system-comma___extended,Type_III_secretion_systems-comma_extended,Type___III___secretion___cytoplasmic___ATP___synthase
FIG00046358,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Cell___division___transporter-comma___ATP-binding___protein___FtsE___(TC___3
FIG00059124,Clustering-based___subsystems,LMPTP_YfkJ_cluster,LMPTP_YfkJ_cluster,Low___molecular___weight___protein___tyrosine___phosphatase
FIG00059124,Clustering-based___subsystems,LMPTP_YwlE_cluster,LMPTP_YwlE_cluster,Low___molecular___weight___protein___tyrosine___phosphatase
FIG00059426,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Cytoplasmic___axial___filament___protein___CafA___and___Ribonuclease___G
FIG00065314,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Rod___shape-determining___protein___MreB
FIG00080955,Clustering-based___subsystems,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Helicase___PriA___essential___for___oriC/DnaA-independent___DNA___replication
FIG00093200,Clustering-based___subsystems,proteosome___related,Cluster-based_Subsystem_Grouping_Hypotheticals_-_perhaps_Proteosome_Related,Proteasome___subunit___beta
FIG00106088,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Cell___division___protein___FtsJ
FIG00108124,Clustering-based___subsystems,Type___III___secretion___system-comma___extended,Type_III_secretion_systems-comma_extended,Surface___presentation___of___antigens___protein___SpaQ
FIG00108124,Clustering-based___subsystems,Type___III___secretion___system-comma___extended,Type_III_secretion_systems-comma_extended,Type___III___secretion___inner___membrane___protein___(YscS-commahomologous___to___flagellar___export___components)
FIG00121614,Clustering-based___subsystems,LMPTP_YwlE_cluster,LMPTP_YwlE_cluster,Hypothetical___protein___ywlG
FIG00122145,Clustering-based___subsystems,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Ribosomal-protein-S18p-alanine___acetyltransferase
FIG00122145,Clustering-based___subsystems,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Ribosomal-protein-S18p-alanine___acetyltransferase
FIG00132630,Clustering-based___subsystems,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Ferric___uptake___regulation___protein___FUR
FIG00134342,Clustering-based___subsystems,LMPTP_YwlE_cluster,LMPTP_YwlE_cluster,Ribose___5-phosphate___isomerase___B
FIG00134348,Clustering-based___subsystems,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,YgjD/Kae1/Qri7___family-comma___required___for___threonylcarbamoyladenosine___(t(6)A)___formation___in___tRNA
FIG00134348,Clustering-based___subsystems,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,YgjD/Kae1/Qri7___family-comma___required___for___threonylcarbamoyladenosine___(t(6)A)___formation___in___tRNA
FIG00134722,Clustering-based___subsystems,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Protein___serine/threonine___phosphatase___PrpC-comma___regulation___of___stationary___phase
FIG00136522,Clustering-based___subsystems,LMPTP_YfkJ_cluster,LMPTP_YfkJ_cluster,Ribonuclease___BN
FIG00136969,Clustering-based___subsystems,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,DNA___topoisomerase___I
FIG00138175,Clustering-based___subsystems,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Ribosomal___RNA___small___subunit___methyltransferase___B
FIG00138239,Clustering-based___subsystems,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,tRNA:m(5)U-54___MTase___gid
FIG00138313,Clustering-based___subsystems,proteosome___related,Cluster-based_Subsystem_Grouping_Hypotheticals_-_perhaps_Proteosome_Related,Twin-arginine___translocation___protein___TatA
FIG00138353,Clustering-based___subsystems,Type___III___secretion___system-comma___extended,Type_III_secretion_systems-comma_extended,Type___III___secretion___inner___membrane___protein___(YscR-commaSpaR-commaHrcR-commaEscR-commahomologous___to___flagellar___export___components)
FIG00147619,Clustering-based___subsystems,LMPTP_YwlE_cluster,LMPTP_YwlE_cluster,Serine___hydroxymethyltransferase
FIG00229550,Clustering-based___subsystems,Putative_hemin_transporter,Putative_hemin_transporter,Phosphate___starvation-inducible___ATPase___PhoH___with___RNA___binding___motif
FIG00433048,Clustering-based___subsystems,LMPTP_YfkJ_cluster,LMPTP_YfkJ_cluster,Ribonuclease___BN
FIG00451095,Clustering-based___subsystems,Putative_hemin_transporter,Putative_hemin_transporter,Putative___hemin-binding___lipoprotein
FIG00458842,Clustering-based___subsystems,Type___III___secretion___system-comma___extended,Type_III_secretion_systems-comma_extended,HpaP___protein
FIG00485194,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Cell___division___protein___DivIC
FIG00515261,Clustering-based___subsystems,Spore_Coat,Spore_Coat,Spore___coat___protein___S
FIG00523429,Clustering-based___subsystems,Spore_Coat,Spore_Coat,Polypeptide___composition___of___the___spore___coat___protein___CotJB
FIG00555656,Clustering-based___subsystems,Lysine-comma___threonine-comma___methionine-comma___and___cysteine,YeiH,LysR___family___transcriptional___regulator___YeiE
FIG00631492,Clustering-based___subsystems,Type___III___secretion___system-comma___extended,Type_III_secretion_systems-comma_extended,Type___III___secretion___cytoplasmic___ATP___synthase
FIG00894640,Clustering-based___subsystems,Putative_hemin_transporter,Putative_hemin_transporter,Hemin___ABC___transporter-comma___permease___protein
FIG01031051,Clustering-based___subsystems,LMPTP_YwlE_cluster,LMPTP_YwlE_cluster,YrdC/Sua5___family___protein-comma___required___for___threonylcarbamoyladenosine___(t(6)A)___formation___in___tRNA
FIG01032374,Clustering-based___subsystems,Spore_Coat,Spore_Coat,Spore___coat___protein___S
FIG01056920,Clustering-based___subsystems,Lysine-comma___threonine-comma___methionine-comma___and___cysteine,YeiH,Putative___membrane___protein___YeiH
FIG01108996,Clustering-based___subsystems,Lysine-comma___threonine-comma___methionine-comma___and___cysteine,YeiH,LysR___family___transcriptional___regulator___YeiE
FIG01120704,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Cell___division___protein___FtsH
FIG01266661,Clustering-based___subsystems,Putative_sulfate_assimilation_cluster,Putative_sulfate_assimilation_cluster,Putative___reductase___(alkanesulfonate___metabolism)
FIG01275203,Clustering-based___subsystems,LMPTP_YwlE_cluster,LMPTP_YwlE_cluster,Uracil___phosphoribosyltransferase
FIG01279179,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Rod___shape-determining___protein___MreC
FIG01279186,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Septum___site-determining___protein___MinD
FIG01282398,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Cell___division___protein___FtsX
FIG01289074,Clustering-based___subsystems,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Ribosomal___RNA___large___subunit___methyltransferase___N
FIG01292786,Clustering-based___subsystems,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Methionyl-tRNA___formyltransferase
FIG01303527,Clustering-based___subsystems,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Trk___system___potassium___uptake___protein___TrkA
FIG01303527,Clustering-based___subsystems,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Trk___system___potassium___uptake___protein___TrkA
FIG01303964,Clustering-based___subsystems,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Zn-dependent___hydrolase-comma___RNA-metabolising
FIG01303964,Clustering-based___subsystems,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Zn-dependent___hydrolase-comma___RNA-metabolising
FIG01304134,Clustering-based___subsystems,Lysine-comma___threonine-comma___methionine-comma___and___cysteine,YeiH,LysR___family___transcriptional___regulator___YeiE
FIG01304329,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Chromosome___partitioning___protein___ParA
FIG01304329,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Septum___site-determining___protein___MinD
FIG01304330,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Chromosome___partitioning___protein___ParA
FIG01304734,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,Rod___shape-determining___protein___MreB
FIG01304818,Clustering-based___subsystems,Bacterial_Cell_Division,Bacterial_Cell_Division,GTP-binding___protein___Era
FIG01312420,Clustering-based___subsystems,Lysine-comma___threonine-comma___methionine-comma___and___cysteine,YeiH,LysR___family___transcriptional___regulator___YeiE
FIG01332075,Clustering-based___subsystems,Lysine-comma___threonine-comma___methionine-comma___and___cysteine,YeiH,LysR___family___transcriptional___regulator___YeiE
FIG01367037,Clustering-based___subsystems,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Metallo-beta-lactamase___family___protein-comma___RNA-specific
FIG01636399,Clustering-based___subsystems,Lysine-comma___threonine-comma___methionine-comma___and___cysteine,YeiH,LysR___family___transcriptional___regulator___YeiE
FIG01643205,Clustering-based___subsystems,Spore_Coat,Spore_Coat,Polypeptide___composition___of___the___spore___coat___protein___CotJC
FIG01693566,Clustering-based___subsystems,Spore_Coat,Spore_Coat,Polypeptide___composition___of___the___spore___coat___protein___CotJB
FIG01955868,Clustering-based___subsystems,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Bacterial_RNA-metabolizing_Zn-dependent_hydrolases,Hydrolase___(HAD___superfamily)___in___cluster___with___DUF1447
FIG01955868,Clustering-based___subsystems,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Hydrolase___(HAD___superfamily)___in___cluster___with___DUF1447
FIG01955945,Clustering-based___subsystems,Type___III___secretion___system-comma___extended,Type_III_secretion_systems-comma_extended,Probable___ATP___synthase___SpaL
FIG01955945,Clustering-based___subsystems,Type___III___secretion___system-comma___extended,Type_III_secretion_systems-comma_extended,Type___III___secretion___cytoplasmic___ATP___synthase
FIG01958964,Clustering-based___subsystems,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Conserved_gene_cluster_associated_with_Met-tRNA_formyltransferase,Ribosomal___RNA___small___subunit___methyltransferase___B
FIG01959970,Clustering-based___subsystems,Putative_hemin_transporter,Putative_hemin_transporter,Hemin___ABC___transporter-comma___permease___protein
FIG00000001,Cofactors-comma___Vitamins-comma___Prosthetic___Groups-comma___Pigments,Thiamin_biosynthesis,Thiamin_biosynthesis,Cysteine___desulfurase
FIG00000001,Cofactors-comma___Vitamins-comma___Prosthetic___Groups-comma___Pigments,Thiamin_biosynthesis,Thiamin_biosynthesis,Putative___cysteine___desulfurase-comma___associated___with___tRNA___4-thiouridine___synthase
FIG00000004,Cofactors-comma___Vitamins-comma___Prosthetic___Groups-comma___Pigments,Biotin,Biotin_biosynthesis,3-ketoacyl-CoA___thiolase
FIG00000023,Cofactors-comma___Vitamins-comma___Prosthetic___Groups-comma___Pigments,Folate___and___pterines,Folate_Biosynthesis,Transaldolase
FIG00000040,Cofactors-comma___Vitamins-comma___Prosthetic___Groups-comma___Pigments,Folate___and___pterines,Folate_Biosynthesis,Serine___hydroxymethyltransferase
FIG00000048,Cofactors-comma___Vitamins-comma___Prosthetic___Groups-comma___Pigments,Folate___and___pterines,Folate_Biosynthesis,Dihydrofolate___reductase
FIG00000075,Cofactors-comma___Vitamins-comma___Prosthetic___Groups-comma___Pigments,NAD___and___NADP,NAD_and_NADP_cofactor_biosynthesis_global,NAD___kinase
FIG00000102,Cofactors-comma___Vitamins-comma___Prosthetic___Groups-comma___Pigments,Tetrapyrroles,Coenzyme_B12_biosynthesis,ChlD___component___of___cobalt___chelatase___involved___in___B12___biosynthesis
FIG00000112,Cofactors-comma___Vitamins-comma___Prosthetic___Groups-comma___Pigments,Folate___and___pterines,Folate_Biosynthesis,Methionyl-tRNA___formyltransferase
FIG00000171,Cofactors-comma___Vitamins-comma___Prosthetic___Groups-comma___Pigments,Folate___and___pterines,Folate_Biosynthesis,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine___pyrophosphokinase
FIG00000226,Cofactors-comma___Vitamins-comma___Prosthetic___Groups-comma___Pigments,Folate___and___pterines,Folate_Biosynthesis,GTP___cyclohydrolase___I
FIG00000226,Cofactors-comma___Vitamins-comma___Prosthetic___Groups-comma___Pigments,Folate___and___pterines,Molybdenum_cofactor_biosynthesis,GTP___cyclohydrolase___I
FIG00000226,Cofactors-comma___Vitamins-comma___Prosthetic___Groups-comma___Pigments,Folate___and___pterines,Pterin_biosynthesis,GTP___cyclohydrolase___I
